"stocks","events","dt1s","dt2s","dps","qs","gs"
"CDNS","1122093000","27.65","11.9272878201716","0.25","160025","0"
"CDNS","1128093000","10.7666666666667","0","0.350000000000001","279390","0"
"CDNS","1129093000","3.01666666666667","4.14855793251811","0.190000000000001","146034","1"
"SIRO","1109140000","17.25","22.7716204145758","0.490000000000002","12419","0"
"SIRO","1113093000","17.3166666666667","192.645021220151","0.75","18909","1"
"SIRO","1114093000","28.6333333333333","8.38833332755541","0.75","21800","0"
"SIRO","1115100000","16.2333333333333","8.48513864761477","0.780000000000001","23993","1"
"SIRO","1117093000","18","11.9424781347663","0.5","11351","0"
"SIRO","1121093000","23.3","0","0.57","3841","0"
"SIRO","1124110000","22.4666666666667","5.41029030816261","1.76000000000001","47349","1"
"SIRO","1124113000","20.3","0","0.579999999999998","15316","0"
"SIRO","1127093000","3.6","0","0.68","12391","1"
"SIRO","1128100000","18.65","6.5457435351017","0.670000000000002","11139","1"
"FEIC","1101093000","25.9666666666667","0","0.48","25823","0"
"FEIC","1102093000","1.68333333333333","0.969140109751964","2.49","206183","1"
"FEIC","1102110000","21.3333333333333","4.40263761192322","0.84","121763","1"
"FEIC","1102130000","25.1333333333333","5.25991715599877","0.41","47158","1"
"FEIC","1107140000","23.5","4.91653239405738","0.41","37742","0"
"FEIC","1108113000","23.45","0","0.400000000000002","42780","0"
"FEIC","1110093000","19.8833333333333","2.68247827764376","0.43","35405","0"
"FEIC","1114093000","25.4166666666667","15.2103080659479","0.459999999999997","21447","0"
"FEIC","1114150000","21.55","0","0.829999999999998","47400","1"
"FEIC","1130103000","26.0166666666667","2.58401502604795","0.390000000000001","14232","1"
"ALNY","1101093000","7.6","0","0.809999999999999","143128","0"
"ALNY","1103093000","20.1666666666667","8.64134146983898","0.770000000000003","150729","0"
"ALNY","1106093000","29.95","10.91420904899","0.899999999999999","128084","1"
"ALNY","1108093000","9.11666666666667","0","0.490000000000002","76287","1"
"ALNY","1113093000","25.7333333333333","11.4621488946592","1.02","173420","1"
"ALNY","1114093000","20.4333333333333","15.6992433628308","0.719999999999999","53570","0"
"ALNY","1114103000","0.466666666666667","0","0.774999999999999","49205","1"
"ALNY","1124130000","21.65","0","0.509999999999998","1400","0"
"ALNY","1129100000","8.15","5.0032419088509","0.759999999999998","58378","1"
"ALNY","1130100000","21.2833333333333","2.8159067389101","0.66","28989","0"
"HAIN","1102120000","13.3833333333333","0","0.469999999999999","52672","0"
"HAIN","1103093000","4.4","0.839050249223174","0.7","85841","1"
"HAIN","1103103000","29.4666666666667","0","0.724999999999998","74211","0"
"HAIN","1103110000","27.1666666666667","0","0.600000000000001","45493","1"
"HAIN","1106103000","14.2166666666667","0","0.669999999999998","45571","1"
"HAIN","1110093000","13.2333333333333","0","0.68","142819","0"
"HAIN","1110130000","25.1333333333333","0","0.5","36043","0"
"HAIN","1114093000","6.56666666666667","0","0.469999999999999","28120","0"
"HAIN","1116133000","23.1833333333333","9.85703416177028","0.559999999999999","53059","1"
"HAIN","1120093000","17.7","8.76292678934436","0.57","85590","1"
"BRCD","1102093000","14.3166666666667","0","0.22","1177381","1"
"BRCD","1102140000","7.7","16.8560733005698","0.3067","1435026","0"
"BRCD","1107093000","20.35","4.70929236590921","0.25","1575050","1"
"BRCD","1121093000","22.2833333333333","9.32317441287692","0.26","2346811","1"
"BRCD","1122093000","5.46666666666667","0","0.18","5710857","0"
"BRCD","1122100000","15.1666666666667","0","0.199999999999999","2964182","0"
"BRCD","1124093000","7.01666666666667","0","0.220000000000001","1567812","1"
"BRCD","1124120000","9.41666666666667","12.4484634916093","0.24","361639","0"
"BRCD","1124150000","21","0.166635942792596","0.23","200","0"
"BRCD","1127150000","6.31666666666667","0","0.503","1608721","1"
"FMER","1103093000","4.33333333333333","0","0.32","17971","1"
"FMER","1107093000","21.3833333333333","17.8053040729381","0.280000000000001","23464","1"
"FMER","1121093000","0.266666666666667","0","0.379999999999999","82081","1"
"FMER","1122093000","29.2333333333333","18.1406655093933","0.309999999999999","31703","0"
"FMER","1124130000","3","0","0.8372","7210","1"
"FMER","1124140000","9","0","0.89","100","0"
"FMER","1127093000","7.31666666666667","25.8240171993368","0.390000000000001","31558","0"
"FMER","1127100000","15.2333333333333","5.94217850073723","0.324099999999998","36824","0"
"FMER","1129100000","8","0","0.239999999999998","29293","1"
"FMER","1130100000","26.15","5.51661422531608","0.239999999999998","15126","0"
"PMTC","1101093000","20.0333333333333","0","0.380000000000003","288463","0"
"PMTC","1101100000","27.9333333333333","0","0.469999999999999","359160","1"
"PMTC","1101153000","22.6166666666667","0","0.329999999999998","1365781","1"
"PMTC","1102093000","24.4","7.65645329243776","0.620000000000001","294391","0"
"PMTC","1102110000","23.5166666666667","1.07743972014797","0.260000000000002","197382","1"
"PMTC","1108093000","4","6.11173278233983","0.349999999999998","212507","0"
"PMTC","1109093000","6.16666666666667","6.2860895886671","0.420000000000002","223798","0"
"PMTC","1113093000","27.3166666666667","5.36234155931702","0.41","175504","1"
"PMTC","1113150000","5.03333333333333","49.2456980234432","0.539400000000001","441080","1"
"PMTC","1127093000","29.8833333333333","18.9655107062514","0.330000000000002","138884","0"
"MORN","1102093000","9.25","17.7342866829554","1.01000000000001","9246","0"
"MORN","1102133000","9.65","9.19642624421597","0.549999999999997","11146","1"
"MORN","1103130000","22.4","2.84991131880943","1.47","41593","1"
"MORN","1106150000","19","6.74690554483749","0.647599999999997","17785","1"
"MORN","1107093000","1.01666666666667","0","1.64","117602","0"
"MORN","1114093000","29","10.3138845845804","0.939999999999998","4960","0"
"MORN","1114153000","1.26666666666667","0","1.06","62276","0"
"MORN","1127153000","22.6333333333333","3.79655648480803","0.545699999999997","18031","1"
"MORN","1128123000","9.1","0","0.880000000000003","17864","0"
"MORN","1130093000","5","0","0.719999999999999","4266","1"
"CAR","1102093000","17.15","4.84955310562154","0.309999999999999","90600","0"
"CAR","1108133000","9.95","3.48901253236396","0.330000000000002","146800","1"
"CAR","1108143000","17.5333333333333","12.2469489151018","0.349999999999998","220200","1"
"CAR","1108150000","14.6","0","0.340000000000003","176900","0"
"CAR","1108153000","6.01666666666667","3.02368361345321","0.280000000000001","263700","0"
"CAR","1109093000","21.7","0","0.469999999999999","206300","1"
"CAR","1109103000","8.48333333333333","6.65427223385938","0.380000000000003","100600","1"
"CAR","1109153000","11.45","5.89985522641699","0.399999999999999","365200","1"
"CAR","1117100000","22.1166666666667","3.60979203106943","0.329999999999998","45100","0"
"CAR","1127100000","27","9.9308785706632","0.239999999999998","442800","0"
"NATI","1101093000","26.6166666666667","0","0.34","54221","1"
"NATI","1102093000","11.65","3.29945166014334","0.440000000000001","21609","0"
"NATI","1107100000","28.7333333333333","13.4603486697188","0.460000000000001","12145","1"
"NATI","1107133000","6.21666666666667","0","0.48","20577","0"
"NATI","1107143000","21","0","0.359999999999999","17280","1"
"NATI","1109093000","13.3666666666667","0.440313903121582","0.34","17833","1"
"NATI","1121093000","13.3","0","0.445","13872","1"
"NATI","1122093000","18.5","14.9355683911348","0.355","13028","0"
"NATI","1127093000","28.6166666666667","17.3520238847171","0.5","20162","0"
"NATI","1128093000","25.45","0","0.359999999999999","42881","0"
"TIBX","1101100000","27.9833333333333","0","0.18","181447","0"
"TIBX","1102093000","25","5.57149718349037","0.15","191360","1"
"TIBX","1109093000","27.2","7.29542037735376","0.25","559959","1"
"TIBX","1109100000","17.3","5.25107177563417","0.15","255040","0"
"TIBX","1110130000","21.6166666666667","1.29556118562149","0.15","86032","0"
"TIBX","1114093000","7.61666666666667","0","0.15","175981","1"
"TIBX","1116093000","21.95","31.6150933546118","0.19","305978","0"
"TIBX","1116100000","28","11.736929588483","0.35","1303574","0"
"TIBX","1128100000","28.7833333333333","10.6762982892777","0.16","232420","1"
"TIBX","1129093000","18.65","0","0.159999999999998","286705","1"
"FNFG","1101100000","26.4833333333333","0","0.17","64038","0"
"FNFG","1103093000","4.56666666666667","0.856803774925703","0.25","43038","1"
"FNFG","1107093000","19.5666666666667","26.8263897559979","0.199999999999999","75555","1"
"FNFG","1107133000","2.3","10.2462340397247","0.33","61373","0"
"FNFG","1107143000","4.78333333333333","18.2912371722613","0.199999999999999","70414","1"
"FNFG","1113093000","24.2833333333333","9.2561176184507","0.190000000000001","44336","1"
"FNFG","1115093000","29.7833333333333","24.9670362366394","0.19","76424","1"
"FNFG","1120093000","12.1166666666667","0","0.140000000000001","49787","0"
"FNFG","1121093000","15.4833333333333","4.60702427693853","0.17","38746","0"
"FNFG","1127093000","23.4166666666667","5.70673193309835","0.18","70031","0"
"MCRS","1101100000","25.9666666666667","0","0.699999999999996","16965","0"
"MCRS","1102100000","26.05","11.346963125618","0.630000000000003","20435","1"
"MCRS","1107100000","20.7333333333333","11.206319778222","0.670000000000002","25503","1"
"MCRS","1108093000","9.63333333333333","0","1.1","108901","0"
"MCRS","1108103000","11.0666666666667","0","0.549999999999997","12450","1"
"MCRS","1109093000","4.65","0","0.719999999999999","32863","0"
"MCRS","1114093000","8.48333333333333","0","0.560000000000002","21021","1"
"MCRS","1121093000","16.2333333333333","0","0.75","25498","0"
"MCRS","1121100000","21.1833333333333","0","0.590000000000003","15537","1"
"MCRS","1127093000","28.8833333333333","21.0763432700736","0.710000000000001","19107","0"
"CPRT","1101093000","1.31666666666667","0","0.48","30744","1"
"CPRT","1101100000","19.75","0","0.350000000000001","29509","0"
"CPRT","1106093000","27.6333333333333","17.0256239476749","0.380000000000003","22883","1"
"CPRT","1107093000","3.78333333333333","5.30253107832652","0.240000000000002","32628","0"
"CPRT","1108093000","8.4","8.9536340619251","0.420000000000002","29835","1"
"CPRT","1108130000","29.3666666666667","0","0.249700000000001","25638","0"
"CPRT","1109093000","18.7333333333333","10.930771757833","0.450000000000003","24374","1"
"CPRT","1117100000","15.75","5.49121030611549","0.399999999999999","54713","0"
"CPRT","1128093000","28","6.06948450681567","0.41","67926","0"
"CPRT","1129143000","13.6333333333333","0","0.359999999999999","51054","1"
"MIDD","1101093000","29.7333333333333","0","1.476","4171","0"
"MIDD","1107093000","29.1333333333333","29.8629716017165","2.52000000000001","83600","1"
"MIDD","1107100000","21","3.79592389774007","3.53999999999999","46312","1"
"MIDD","1107103000","18.8166666666667","0","1.86","23818","0"
"MIDD","1108140000","27.7833333333333","8.0686427167357","1.89","44335","1"
"MIDD","1109130000","24.7833333333333","0","1.89","18280","1"
"MIDD","1109133000","29.4","17.0153494016763","2.02999999999999","36279","0"
"MIDD","1109140000","27.55","25.1009029000716","1.68000000000001","26314","0"
"MIDD","1113093000","17.2666666666667","0","2.06","16512","1"
"MIDD","1114153000","25.8666666666667","0","2.06999999999999","7105","0"
